Codigo_Item,Descripcion_Item,Fg_Tipo,Descripcion_Tipo_Item,Fg_Estado
20611,ARTROCENTESIS ASPIRACIÓN Y/O INYECCIÓN ARTICULACIÓN MAYOR O BURSA (EJ. HOMBRO CADERA RODILLA BURSA SUBACROMIAL) CON GUIA DE ULTRASONIDO CON PERMANENTE REPORTE Y REGISTRO,CP,Procedimiento (CPT),1
20612,ASPIRACIÓN Y/O INYECCIÓN DE QUISTE GANGLIÓN CUALQUIER UBICACIÓN,CP,Procedimiento (CPT),1
20615,ASPIRACIÓN E INYECCIÓN PARA TRATAMIENTO DE QUISTE ÓSEO,CP,Procedimiento (CPT),1
20650,INSERCIÓN DE ALAMBRE O CLAVIJA CON APLICACIÓN DE TRACCIÓN ESQUELÉTICA INCLUYENDO REMOCIÓN (PROCEDIMIENTO SEPARADO),CP,Procedimiento (CPT),1
20660,APLICACIÓN DE TENAZAS PINZAS O DISPOSITIVO DE ESTEREOTAXIA INCLUYENDO REMOCIÓN (PROCEDIMIENTO SEPARADO),CP,Procedimiento (CPT),1
20661,APLICACIÓN DE HALO INCLUYENDO REMOCIÓN CRANEAL,CP,Procedimiento (CPT),1
20662,APLICACIÓN DE HALO INCLUYENDO REMOCIÓN PÉLVICO,CP,Procedimiento (CPT),1
20663,APLICACIÓN DE HALO INCLUYENDO REMOCIÓN FEMORAL,CP,Procedimiento (CPT),1
20664,APLICACIÓN DE HALO INCLUYENDO REMOCIÓN CRANEAL COLOCACIÓN DE 6 O MÁS CLAVIJAS PARA OSTEOLOGÍA PARA CRÁNEO FINO (P. EJ. PACIENTES PEDIÁTRICOS HIDROCEFALIA OSTEOGÉNESIS IMPERFECTA),CP,Procedimiento (CPT),1
20665,REMOCIÓN DE TENAZAS O REMOCIÓN DE HALO PUESTOS POR OTRO MÉDICO,CP,Procedimiento (CPT),1
20670,REMOCIÓN DE IMPLANTE SUPERFICIAL (P. EJ. ALAMBRE INTRAÓSEO CLAVIJA O VARILLA) (PROCEDIMIENTO SEPARADO),CP,Procedimiento (CPT),1
20680,REMOCIÓN DE IMPLANTE PROFUNDO (P. EJ. ALAMBRE INTRAÓSEO CLAVIJA TORNILLO BANDA METÁLICA CLAVO VARILLA O PLACA),CP,Procedimiento (CPT),1
20690,APLICACIÓN DE SISTEMA EXTERNO DE FIJACIÓN EN UN SOLO PLANO (CLAVIJAS O ALAMBRES EN UN MISMO PLANO),CP,Procedimiento (CPT),1
20692,APLICACIÓN DE SISTEMA EXTERNO DE FIJACIÓN MULTIPLANAR (CLAVIJAS O ALAMBRES EN MÁS DE 1 PLANO) UNILATERIAL (EJ. LLIZAROV MONTICELL),CP,Procedimiento (CPT),1
20693,AJUSTE O REVISIÓN DEL SISTEMA DE FIJACIÓN EXTERNA QUE REQUIERE USO DE ANESTESIA (P. EJ. NUEVAS CLAVIJAS O ALAMBRE Y/O NUEVOS ANILLOS O BARRAS,CP,Procedimiento (CPT),1
20694,REMOCIÓN BAJO ANESTESIA DE SISTEMA DE FIJACIÓN EXTERNA,CP,Procedimiento (CPT),1
20696,APLICACIÓN DE FIJACIÓN EXTERNA MULTIPLANOS (TORNILLOS O ALAMBRES E MÁS DE UN PLANO) UNILATERAL CON AJUSTE ESTEREOTÁCTICO GUIADO POR COMPUTADORA (P. EJ. PARRILLA ESPACIAL) INCLUYENDO LA TOMA DE IMÁGENES ALINEAMIENTO INICIAL Y SUBSIGUIENTE(S) EVALUACION(ES) Y CÓMPUTO(S) DE CRONOGRAMA(S) DE AJUSTE(S),CP,Procedimiento (CPT),1
20697,APLICACIÓN DE FIJACIÓN EXTERNA MULTIPLANOS (TORNILLOS O ALAMBRES E MÁS DE UN PLANO) UNILATERAL CON AJUSTE ESTEREOTÁCTICO GUIADO POR COMPUTADORA (P. EJ. PARRILLA ESPACIAL) INCLUYENDO LA TOMA DE IMÁGENES RECAMBIO (REMOCIÓN Y REEMPLAZO) DE PUNTAS (POR CADA UNO),CP,Procedimiento (CPT),1
20802,REIMPLANTACIÓN BRAZO (INCLUYE CUELLO QUIRÚRGICO DEL HÚMERO A TRAVÉS DE LA ARTICULACIÓN DEL CODO) AMPUTACIÓN COMPLETA,CP,Procedimiento (CPT),1
20805,REIMPLANTACIÓN ANTEBRAZO (INCLUYE RADIO Y CÚBITO A ARTICULACIÓN RADIOCARPIANA) AMPUTACIÓN COMPLETA,CP,Procedimiento (CPT),1
20808,REIMPLANTACIÓN MANO (INCLUYE MANO A TRAVÉS DE ARTICULACIONES METACARPOFALÁNGICAS) AMPUTACIÓN COMPLETA,CP,Procedimiento (CPT),1
20816,REIMPLANTACIÓN DÍGITO EXCLUYENDO DEDO PULGAR (INCLUYE ARTICULACIÓN METACARPOFALÁNGICA HASTA INSERCIÓN DEL TENDÓN FLEXOR SUPERFICIAL) AMPUTACIÓN COMPLETA,CP,Procedimiento (CPT),1
20822,REIMPLANTACIÓN DÍGITO EXCLUYENDO DEDO PULGAR (INCLUYE PUNTA DISTAL HASTA INSERCIÓN DEL TENDÓN FLEXOR SUPERFICIAL) AMPUTACIÓN COMPLETA,CP,Procedimiento (CPT),1
20824,REIMPLANTACIÓN DEDO PULGAR (INCLUYE ARTICULACIÓN CARPOMETACARPIANA HASTA ARTICULACIÓN MF) AMPUTACIÓN COMPLETA,CP,Procedimiento (CPT),1
20827,REIMPLANTACIÓN DEDO PULGAR (INCLUYE PUNTA DISTAL HASTA ARTICULACIÓN MF) AMPUTACIÓN COMPLETA,CP,Procedimiento (CPT),1
20838,REIMPLANTACIÓN PIE AMPUTACIÓN COMPLETA,CP,Procedimiento (CPT),1
20897,APLICACIÓN EN MULTIPLANOS (DE PINES O ALAMBRES EN MÁS DE UN PLANO) UNILATERAL FIJACIÓN EXTERNA CON AJUSTE ESTEREOTACTICO ASISTIDO POR COMPUTADORA (MARCO ESPACIAL) INCLUYENDO IMAGEN CAMBIO O REEMPLAZO DE CADA PIN POR CADA UNO (P. EJ. REMOCIÓN O REUBICACIÓN) CON PUNTAL CADA UNO,CP,Procedimiento (CPT),1
20900,INJERTO ÓSEO CUALQUIER ZONA DONANTE MENOR O PEQUEÑO (P. EJ. EN CLAVIJA O EN BOTÓN),CP,Procedimiento (CPT),1
20902,INJERTO ÓSEO CUALQUIER ZONA DONANTE IMPORTANTE O GRANDE,CP,Procedimiento (CPT),1
20910,INJERTO DE CARTÍLAGO COSTOCONDRAL,CP,Procedimiento (CPT),1
20912,INJERTO DE CARTÍLAGO TABIQUE NASAL,CP,Procedimiento (CPT),1
20920,INJERTO DE FASCIA LATA EMPLEANDO DERMÁTOMO,CP,Procedimiento (CPT),1
20922,INJERTO DE FASCIA LATA POR INCISIÓN Y EXPOSICIÓN DE LA ZONA COMPLEJA O EN CAPA,CP,Procedimiento (CPT),1
20924,INJERTO DE TENDÓN DISTANTE (P. EJ. PALMAR EXTENSOR DE DEDO DEL PIE PLANTAR),CP,Procedimiento (CPT),1
20926,INJERTOS DE TEJIDO OTROS (P. EJ. PARATENDÓN GRASA DERMIS),CP,Procedimiento (CPT),1
20930,ALOINJERTO MORSELIZADO O COLOCACIÓN DE MATERIAL PROMOTOR DE OSTEOGÉNESIS PARA CIRUGÍA DE COLUMNA SOLAMENTE (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO PARA EL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
20931,ALOINJERTO ESTRUCTURAL PARA CIRUGÍA DE COLUMNA (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO PARA EL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
20936,INJERTO AUTÓLOGO PARA CIRUGÍA DE COLUMNA SOLAMENTE (INCLUYE OBTENCIÓN DEL INJERTO) LOCAL (P. EJ.COSTILLAS APÓFISIS ESPINOSA FRAGMENTOS LAMINARES) OBTENIDOS DE LA MISMA INCISIÓN (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
20937,INJERTO AUTÓLOGO PARA CIRUGÍA DE COLUMNA SOLAMENTE (INCLUYE OBTENCIÓN DEL INJERTO) MORSELIZADO (A TRAVÉS DE INCISIÓN CUTÁNEA O FASCIAL SEPARADAS) (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
20938,INJERTO AUTÓLOGO PARA CIRUGÍA DE COLUMNA SOLAMENTE (INCLUYE OBTENCIÓN DEL INJERTO) ESTRUCTURAL BICORTICAL O TRICORTICAL (A TRAVÉS DE INCISIÓN CUTÁNEA O FASCIAL SEPARADA) (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
20950,CONTROL DE LA PRESIÓN DEL LÍQUIDO INTERSTICIAL (INCLUYE INSERCIÓN DE DISPOSITIVO P. EJ. TÉCNICA DE CATÉTER CON HENDIDURA TÉCNICA DE MANOMETRÍA CON AGUJA) EN LA DETECCIÓN DE SÍNDROME COMPARTIMENTAL MUSCULAR,CP,Procedimiento (CPT),1
20955,INJERTO ÓSEO CON ANASTOMOSIS MICROVASCULAR PERONÉ,CP,Procedimiento (CPT),1
20956,INJERTO ÓSEO CON ANASTOMOSIS MICROVASCULAR CRESTA ILÍACA,CP,Procedimiento (CPT),1
20957,INJERTO ÓSEO CON ANASTOMOSIS MICROVASCULAR METATARSIANO,CP,Procedimiento (CPT),1
20962,INJERTO ÓSEO CON ANASTOMOSIS MICROVASCULAR QUE NO SEAN PERONÉ CRESTA ILÍACA O METATARSIANO,CP,Procedimiento (CPT),1
20969,COLGAJO OSTEOCUTÁNEO LIBRE CON ANASTOMOSIS MICROVASCULAR QUE NO SEAN CRESTA ILÍACA METATARSIANO O DEDO GORDO DEL PIE,CP,Procedimiento (CPT),1
20970,COLGAJO OSTEOCUTÁNEO LIBRE CON ANASTOMOSIS MICROVASCULAR CRESTA ILÍACA,CP,Procedimiento (CPT),1
20972,COLGAJO OSTEOCUTÁNEO LIBRE CON ANASTOMOSIS MICROVASCULAR METATARSIANO,CP,Procedimiento (CPT),1
20973,COLGAJO OSTEOCUTÁNEO LIBRE CON ANASTOMOSIS MICROVASCULAR DEDO GORDO DEL PIE CON ESPACIO INTERDIGITAL,CP,Procedimiento (CPT),1
20974,ESTIMULACIÓN ELÉCTRICA DE AYUDA PARA LA CURACIÓN ÓSEA NO INVASIVA (NO QUIRÚRGICA),CP,Procedimiento (CPT),1
20975,ESTIMULACIÓN ELÉCTRICA DE AYUDA PARA LA CURACIÓN ÓSEA INVASIVO (QUIRÚRGICO),CP,Procedimiento (CPT),1
20979,ESTÍMULACIÓN CON ULTRASONIDO DE BAJA INTENSIDAD PARA AYUDAR EN LA CURACIÓN DEL HUESO NO INVASIVO (NO QUIRÚRGICO),CP,Procedimiento (CPT),1
20982,ABLACIÓN DE TUMOR(ES) DE HUESO (P. EJ. OSTEOMA OSTEOIDE METÁSTASIS) PERCUTÁNEA DE RADIOFRECUENCIA GUIADO CON TOMÓGRAFO COMPUTARIZADO,CP,Procedimiento (CPT),1
20983,CRIOABLACIÓN,CP,Procedimiento (CPT),1
20985,PROCEDIMIENTO DE NAVEGACIÓN ASISTIDO POR COMPUTADORA PARA PROCEDIMIENTOS MUSCULO ESQUELÉTICOS SIN USO DE IMÁGENES (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
20986,PROCEDIMIENTO DE NAVEGACIÓN ASISTIDO POR COMPUTADORA PARA PROCEDIMIENTOS MUSCULO ESQUELÉTICOS IMÁGENES OBTENIDAS CON DIRECCIONAMIENTO EN EL INTRAOPERATORIO (FLUOROSCOPIA ULTRASONIDO),CP,Procedimiento (CPT),1
20987,PROCEDIMIENTO DE NAVEGACIÓN ASISTIDO POR COMPUTADORA PARA PROCEDIMIENTOS MUSCULO ESQUELÉTICOS DIRECCIÓN DE IMAGEN BASADA EN IMÁGENES PREOPERATORIAS,CP,Procedimiento (CPT),1
20999,PROCEDIMIENTO QUE NO APARECE EN LA LISTA SISTEMA MUSCULO ESQUELÉTICOS GENERAL,CP,Procedimiento (CPT),1
21010,ARTROTOMÍA DE ARTICULACIÓN TÉMPOROMANDIBULAR,CP,Procedimiento (CPT),1
21011,ESCICIÓN DE TUMOR DE TEJIDO BLANDO DE CARA O CUERO CABELLUDO TEJIDO CELULAR SUBCUTÁNEO MENOS DE 2.0 CM,CP,Procedimiento (CPT),1
21012,ESCICIÓN DE TUMOR DE TEJIDO BLANDO DE CARA O CUERO CABELLUDO TEJIDO CELULAR SUBCUTÁNEO 2.0 CM O MÁS,CP,Procedimiento (CPT),1
21013,ESCICIÓN DE TUMOR DE TEJIDO BLANDO DE CARA O CUERO CABELLUDO DEBAJO DE LA FASCIA (SUBLAGUEAL INTRAMUSCULAR) MENOS DE 2.0 CM,CP,Procedimiento (CPT),1
21014,ESCICIÓN DE TUMOR DE TEJIDO BLANDO DE CARA O CUERO CABELLUDO DEBAJO DE LA FASCIA (SUBLAGUEAL INTRAMUSCULAR) 2.0 CM O MAYOR,CP,Procedimiento (CPT),1
21015,RESECCIÓN RADICAL DE TUMOR (P. EJ. SARCOMA) DE TEJIDO BLANDO DE CARA O CUERO CABELLUDO MENOS DE 2.0 CM,CP,Procedimiento (CPT),1
21016,RESECCIÓN RADICAL DE TUMOR (P. EJ. SARCOMA) PARTE BLANDA DE CARA O CUERO CABELLUDO 2.0 CM O MAYOR,CP,Procedimiento (CPT),1
21017,ESCISIÓN DE OSTEOMA PEQUEÑO,CP,Procedimiento (CPT),1
21025,ESCICIÓN DE HUESOS MANDÍBULA (P. EJ. OSTEOMIELITIS O ABSCESO ÓSEO),CP,Procedimiento (CPT),1
21026,ESCICIÓN DE HUESOS FACIALES (P. EJ. OSTEOMIELITIS O ABSCESO ÓSEO),CP,Procedimiento (CPT),1
21029,REMOCIÓN DE TUMOR BENIGNO DE HUESO FACIAL POR CONTORNEO (P. EJ. FIBRODISPLASIA),CP,Procedimiento (CPT),1
21030,ESCICIÓN DE TUMOR BENIGNO O QUISTE DE MANDÍBULA O ZIGOMA MEDIANTE ENUCLEACION O CURETAJE,CP,Procedimiento (CPT),1
21031,ESCISIÓN DE ABULTAMIENTO MANDIBULAR,CP,Procedimiento (CPT),1
21032,ESCICIÓN DE ABULTAMIENTO PALATINO MAXILAR,CP,Procedimiento (CPT),1
21034,ESCICIÓN DE TUMOR MALIGNO DE LA MANDÍBULA O ZIGOMA,CP,Procedimiento (CPT),1
21040,ESCICIÓN DE QUISTE BENIGNO O DE TUMOR DE MANDÍBULA MEDIANTE ENUCLEACIÓN Y/O CURETAJE,CP,Procedimiento (CPT),1
21044,ESCICIÓN DE TUMOR MALIGNO DE MANDÍBULA,CP,Procedimiento (CPT),1
21045,RESECCIÓN RADICAL DE TUMOR MALIGNO DE MANDÍBULA,CP,Procedimiento (CPT),1
21046,RESECCIÓN RADICAL DE TUMOR BENIGNO DE MANDÍBULA QUE REQUIERE OSTEOTOMÍA INTRAORAL (P. EJ. LESIONES DESTRUCTIVAS O AGRESIVAS LOCALES),CP,Procedimiento (CPT),1
21047,RESECCIÓN TUMOR BENIGNO O QUISTE DE MANDÍBULA QUE REQUIERE OSTEOTOMÍA EXTRAORAL Y MANDIBULECTOMIA PARCIAL (P. EJ. LESIONES DESTRUCTIVAS O AGRESIVAS LOCALES),CP,Procedimiento (CPT),1
21048,RESECCIÓN TUMOR BENIGNO O QUISTE DE MAXILAR QUE REQUIERE OSTEOTOMÍA INTRAORAL (P. EJ. LESIONES DESTRUCTIVAS O AGRESIVAS LOCALES),CP,Procedimiento (CPT),1
21049,RESECCIÓN TUMOR BENIGNO O QUISTE DE MAXILAR QUE REQUIERE OSTEOTOMÍA EXTRAORAL Y MAXILECTOMIA PARCIAL (P. EJ. LESIONES DESTRUCTIVAS O AGRESIVAS LOCALES),CP,Procedimiento (CPT),1
21050,CONDILECTOMÍA ARTICULACIÓN TÉMPOROMANDIBULAR (PROCEDIMIENTO SEPARADO),CP,Procedimiento (CPT),1
21060,MENISCECTOMÍA PARCIAL O COMPLETA ARTICULACIÓN TÉMPOROMANDIBULAR (PROCEDIMIENTO SEPARADO),CP,Procedimiento (CPT),1
21070,CORONOIDECTOMÍA (PROCEDIMIENTO SEPARADO),CP,Procedimiento (CPT),1
21073,MANIPULACIÓN TERAPÉUTICA DE ARTICULACIÓN(ES) TEMPOROMANDIBULAR(ES) QUE REQUIEREN ANESTESIA (P. EJ. GENERAL O MONITOREO DE LA ANESTESIA),CP,Procedimiento (CPT),1
21076,IMPRESIÓN Y PREPARACIÓN A MEDIDA DE PRÓTESIS PARA OBTURACIÓN,CP,Procedimiento (CPT),1
21077,IMPRESIÓN Y PREPARACIÓN A MEDIDA DE PRÓTESIS ORBITAL,CP,Procedimiento (CPT),1
21079,IMPRESIÓN Y PREPARACIÓN A MEDIDA DE PRÓTESIS PARA OBTURACIÓN TEMPORAL,CP,Procedimiento (CPT),1
21080,IMPRESIÓN Y PREPARACIÓN A MEDIDA DE PRÓTESIS PARA OBTURACIÓN DEFINITIVA,CP,Procedimiento (CPT),1
21081,IMPRESIÓN Y PREPARACIÓN A MEDIDA DE PRÓTESIS POR RESECCIÓN MANDIBULAR,CP,Procedimiento (CPT),1
21082,IMPRESIÓN Y PREPARACIÓN A MEDIDA DE PRÓTESIS PARA AUMENTO DEL PALADAR,CP,Procedimiento (CPT),1
21083,IMPRESIÓN Y PREPARACIÓN A MEDIDA DE PRÓTESIS PARA LEVANTAMIENTO DEL PALADAR,CP,Procedimiento (CPT),1
21084,IMPRESIÓN Y PREPARACIÓN A MEDIDA DE PRÓTESIS PARA AYUDA DEL HABLA,CP,Procedimiento (CPT),1
21085,IMPRESIÓN Y PREPARACIÓN A MEDIDA DE SEPARADOR QUIRÚRGICO ORAL,CP,Procedimiento (CPT),1
21086,IMPRESIÓN Y PREPARACIÓN A MEDIDA DE PRÓTESIS AURICULAR,CP,Procedimiento (CPT),1
21087,IMPRESIÓN Y PREPARACIÓN A MEDIDA DE PRÓTESIS NASAL,CP,Procedimiento (CPT),1
21088,IMPRESIÓN Y PREPARACIÓN A MEDIDA DE PRÓTESIS FACIAL,CP,Procedimiento (CPT),1
21089,PROCEDIMIENTO PROSTÉTICO MAXILOFACIAL NO LISTADO,CP,Procedimiento (CPT),1
21100,APLICACIÓN DE DISPOSITIVO TIPO HALO PARA FIJACIÓN MAXILOFACIAL INCLUYE REMOCIÓN (PROCEDIMIENTO SEPARADO),CP,Procedimiento (CPT),1
21110,APLICACIÓN DE DISPOSITIVO PARA FIJACIÓN INTERDENTARIA PARA ANOMALÍAS QUE NO SEAN FRACTURA O DISLOCACIÓN INCLUYE REMOCIÓN,CP,Procedimiento (CPT),1
21116,INYECCIÓN PARA ARTROGRAFÍA DE ARTICULACIÓN TEMPOROMANDIBULAR,CP,Procedimiento (CPT),1
21120,GENIOPLASTÍA AUMENTO DE MANDÍBULA (INJERTO AUTÓLOGO ALOGRÁFICO PROSTÉTICO),CP,Procedimiento (CPT),1
21121,GENIOPLASTÍA CON OSTEOTOMÍA DE UNA SOLA PIEZA,CP,Procedimiento (CPT),1
21122,GENIOPLASTÍA CON 2 O MÁS OSTEOTOMÍAS (P. EJ. ESCICIÓN EN CUÑA O REVERSIÓN DE CUÑA ÓSEA PARA MENTÓN ASIMÉTRICO),CP,Procedimiento (CPT),1
21123,GENIOPLASTÍA CON AUMENTO MEDIANTE INTERPOSICIÓN DE INJERTOS ÓSEOS (INCLUYENDO LA OBTENCIÓN DE AUTOINJERTOS),CP,Procedimiento (CPT),1
21125,AUMENTO DEL CUERPO O ÁNGULO DEL MAXILAR INFERIOR CON MATERIAL PROSTÉSICO,CP,Procedimiento (CPT),1
21127,AUMENTO DEL CUERPO O ÁNGULO DEL MAXILAR INFERIOR CON INJERTO ÓSEO INCRUSTACIÓN O INTERPOSICIONAMIENTO (INCLUYE LA OBTENCIÓN DEL AUTOINJERTO),CP,Procedimiento (CPT),1
21137,REDUCCIÓN DE FRENTE POR CONTORNEADO SOLAMENTE,CP,Procedimiento (CPT),1
21138,REDUCCIÓN DE FRENTE POR CONTORNEADO Y APLICACIÓN DE MATERIAL PROSTÉSICO O INJERTO ÓSEO (INCLUYENDO LA OBTENCIÓN DEL AUTOINJERTO),CP,Procedimiento (CPT),1
21139,REDUCCIÓN DE FRENTE POR CONTORNEADO Y REPOSICIONAMIENTO DE PARED DE SENO FRONTAL ANTERIOR,CP,Procedimiento (CPT),1
21141,RECONSTRUCCIÓN MEDIOFACIAL OSTEOTOMÍA LEFORT I DE UNA SOLA PIEZA MOVIMIENTO DE SEGMENTO EN CUALQUIER DIRECCIÓN (P. EJ. PARA SÍNDROME DE ROSTRO LARGO) SIN INJERTO DE HUESO,CP,Procedimiento (CPT),1
21142,RECONSTRUCCIÓN MEDIOFACIAL OSTEOTOMÍA LEFORT I DE 2 PIEZAS MOVIMIENTO DE SEGMENTO EN CUALQUIER DIRECCIÓN SIN INJERTO DE HUESO,CP,Procedimiento (CPT),1
21143,RECONSTRUCCIÓN MEDIOFACIAL OSTEOTOMÍA LEFORT I DE 3 O MÁS PIEZAS MOVIMIENTO DE SEGMENTO EN CUALQUIER DIRECCIÓN SIN INJERTO DE HUESO,CP,Procedimiento (CPT),1
21145,RECONSTRUCCIÓN MEDIOFACIAL OSTEOTOMÍA LEFORT I DE UNA SOLA PIEZA MOVIMIENTO DE SEGMENTO EN CUALQUIER DIRECCIÓN CON INJERTO DE HUESO (INCLUYE LA OBTENCIÓN DEL INJERTO),CP,Procedimiento (CPT),1
21146,RECONSTRUCCIÓN MEDIOFACIAL OSTEOTOMÍA LEFORT I DE 2 PIEZAS MOVIMIENTO DE SEGMENTO EN CUALQUIER DIRECCIÓN CON INJERTO DE HUESO (INCLUYE LA OBTENCIÓN DEL INJERTO) (P. EJ. HENDIDURA ALVEOLAR NO INJERTADA UNILATERAL),CP,Procedimiento (CPT),1
21147,RECONSTRUCCIÓN MEDIOFACIAL OSTEOTOMÍA LEFORT I DE 3 O MÁS PIEZAS MOVIMIENTO DE SEGMENTO EN CUALQUIER DIRECCIÓN CON INJERTO DE HUESO (INCLUYE LA OBTENCIÓN DE INJERTOS) (P. EJ. HENDIDURA ALVEOLAR BILATERAL NO INJERTADA U OSTEOTOMÍAS MÚLTIPLES),CP,Procedimiento (CPT),1
21150,RECONSTRUCCIÓN MEDIOFACIAL OSTEOTOMÍA LEFORT II CON INTRUSIÓN ANTERIOR (P. EJ. SÍNDROME DE TREACHER-COLLINS),CP,Procedimiento (CPT),1
21151,RECONSTRUCCIÓN MEDIOFACIAL OSTEOTOMÍA LEFORT II EN CUALQUIER DIRECCIÓN CON INJERTO DE HUESO (INCLUYE LA OBTENCIÓN DEL INJERTO),CP,Procedimiento (CPT),1
21154,RECONSTRUCCIÓN MEDIOFACIAL OSTEOTOMÍA LEFORT III (EXTRACRANEAL) DE CUALQUIER TIPO CON INJERTO DE HUESO (INCLUYE LA OBTENCIÓN DEL INJERTO) SIN LEFORT I,CP,Procedimiento (CPT),1
21155,RECONSTRUCCIÓN MEDIOFACIAL OSTEOTOMÍA LEFORT III (EXTRACRANEAL) DE CUALQUIER TIPO CON INJERTO DE HUESO (INCLUYE LA OBTENCIÓN DEL INJERTO) CON LEFORT I,CP,Procedimiento (CPT),1
21159,RECONSTRUCCIÓN MEDIOFACIAL OSTEOTOMÍA LEFORT III (EXTRA E INTRACRANEAL) CON DESPLAZAMIENTO DE FRENTE HACIA DELANTE (P. EJ. MONOBLOCK) CON INJERTO DE HUESO (INCLUYE LA OBTENCIÓN DEL INJERTO) SIN LEFORT I,CP,Procedimiento (CPT),1
21160,RECONSTRUCCIÓN MEDIOFACIAL OSTEOTOMÍA DE LEFORT III (EXTRA E INTRACRANEAL) CON TRANSLOCACIÓN HACIA ADELANTE DE LA FRENTE (P. EJ. EN UN SOLO BLOQUE) QUE REQUIERE INJERTOS ÓSEOS (INCLUYE OBTENCIÓN DE INJERTO AUTÓLOGO) CON LEFORT I,CP,Procedimiento (CPT),1
21172,RECONSTRUCCIÓN DE ANILLO ORBITAL SUPERIOR-LATERAL Y DE PARTE INFERIOR DE FRENTE QUE INVOLUCRA AVANCE O ALTERACIÓN CON O SIN INJERTOS (INCLUYE LA OBTENCIÓN DE LOS INJERTOS),CP,Procedimiento (CPT),1
21175,RECONSTRUCCIÓN DE ANILLO ORBITAL SUPERIOR-LATERAL Y DE PARTE INFERIOR DE FRENTE QUE INVOLUCRA AVANCE O ALTERACIÓN (P. EJ. PLAGIOCEFALIA TRIGONOCEFALIA BRAQUICEFALIA) CON O SIN INJERTOS (INCLUYE LA OBTENCIÓN DE LOS INJERTOS),CP,Procedimiento (CPT),1
21179,RECONSTRUCCIÓN COMPLETA O MAYORITARIA DE FRENTE Y/O BORDE SUPRAORBITARIO CON INJERTOS (ALOGRÁFICOS O DE MATERIAL PROSTÉSICO),CP,Procedimiento (CPT),1
21180,RECONSTRUCCIÓN COMPLETA O MAYORITARIA DE FRENTE Y/O BORDE SUPRAORBITARIO CON INJERTOS AUTÓLOGOS (INCLUYE LA OBTENCIÓN DE INJERTOS),CP,Procedimiento (CPT),1
21181,RECONSTRUCCIÓN MEDIANTE CONTORNEADO DEL TUMOR BENIGNO DE HUESOS CRANEALES (P. EG. DISPLASIA FIBROSA) EXTRACRANEAL,CP,Procedimiento (CPT),1
21182,RECONSTRUCCIÓN DE LAS PAREDES ORBITALES BORDES FRENTE COMPLEJO NASOETMOIDAL DESPUÉS DE ESCISIÓN INTRA Y EXTRACRANEAL DE TUMOR BENIGNO DE HUESO CRANEAL (P. EJ. DISPLASIA FIBROSA) CON AUTOINJERTOS MÚLTIPLES (INCLUYE LA OBTENCIÓN DE INJERTOS) SUPERFICIE TOTAL DE INJERTO DE HUESO MENOR DE 40.0 CM CUADRADOS,CP,Procedimiento (CPT),1
21183,RECONSTRUCCIÓN DE LAS PAREDES ORBITALES BORDES FRENTE COMPLEJO NASOETMOIDAL DESPUÉS DE ESCISIÓN INTRA Y EXTRACRANEAL DE TUMOR BENIGNO DE HUESO CRANEAL (P. EJ. DISPLASIA FIBROSA) CON AUTOINJERTOS MÚLTIPLES (INCLUYE LA OBTENCIÓN DE INJERTOS) SUPERFICIE TOTAL DE INJERTO DE HUESO ENTRE 40.0 Y 80.0 CM CUADRADOS,CP,Procedimiento (CPT),1
21184,RECONSTRUCCIÓN DE LAS PAREDES ORBITALES BORDES FRENTE COMPLEJO NASOETMOIDAL DESPUÉS DE ESCISIÓN INTRA Y EXTRACRANEAL DE TUMOR BENIGNO DE HUESO CRANEAL (P. EJ. DISPLASIA FIBROSA) CON AUTOINJERTOS MÚLTIPLES (INCLUYE LA OBTENCIÓN DE INJERTOS) SUPERFICIE TOTAL DE INJERTO DE HUESO MAYOR DE 80.0 CM CUADRADOS,CP,Procedimiento (CPT),1
21188,RECONSTRUCCIÓN MEDIOFACIAL CON OSTEOTOMÍAS (DIFERENTES DE LEFORT) E INJERTOS ÓSEOS (INCLUYE OBTENCIÓN DE AUTOINJERTO),CP,Procedimiento (CPT),1
21193,RECONSTRUCCIÓN DE RAMAS DE LA MANDÍBULA HORIZONTAL VERTICAL OSTEOTOMÍA EN C O L SIN INJERTO ÓSEO,CP,Procedimiento (CPT),1
21194,RECONSTRUCCIÓN DE RAMÁS DE LA MANDÍBULA HORIZONTAL VERTICAL OSTEOTOMÍA EN C O L CON INJERTO ÓSEO (INCLUYE OBTENCIÓN DE INJERTO),CP,Procedimiento (CPT),1
